id,onoma,long,lat
230,5ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΑΤΡΑΣ - Τ.Α.Δ.,21.747592,38.222319
231,ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΒΑΣΙΛΑΚΙΟΥ,21.763542,37.64918
232,4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΥΡΓΟΥ,21.439477,37.665059
233,13ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΑΤΡΑΣ,21.735132,38.246099
234,ΤΕΕ ΠΑΡΑΛΙΑΣ ΠΑΤΡΑΣ,21.703498,38.183568
235,9ο ΤΕΕ ΠΑΤΡΑΣ ΕΣΠΕΡΙΝΟ,21.740335,38.237987
236,1ο ΤΕΕ ΑΜΑΛΙΑΔΑΣ,21.352202,37.794749
237,1ο ΤΕΕ ΛΕΧΑΙΝΩΝ,21.26249,37.937023
238,1ο ΤΕΕ ΠΥΡΓΟΥ,21.444197,37.671197
239,1ο ΤΕΕ ΚΡΕΣΤΕΝΩΝ,21.622652,37.593503
240,1ο ΤΕΕ ΠΑΤΡΑΣ,21.752177,38.222439
241,6ο ΤΕΕ ΠΑΤΡΑΣ,21.75036,38.215096
242,1ο ΤΕΕ ΚΑΤΟΧΗΣ,21.257084,38.411165
243,2ο ΤΕΕ ΜΕΣΟΛΟΓΓΙΟΥ,21.442491,38.374024
244,1ο ΤΕΕ ΜΑΚΡΥΝΕΙΑΣ,21.453926,38.527183
245,2ο ΤΕΕ ΑΙΓΙΟΥ,22.083215,38.245009
246,1ο ΤΕΕ ΜΕΣΟΛΛΟΓΙΟΥ,21.442534,38.374015
247,ΤΕΕ ΚΑΛΑΒΡΥΤΩΝ,22.112588,38.029761
248,1ο ΤΕΕ ΚΑΙΝΟΥΡΓΙΟΥ,21.488519,38.604047
249,1ο ΤΕΕ ΒΟΝΙΤΣΑΣ,20.884987,38.915958
250,3ο ΤΕΕ ΠΑΤΡΑΣ ΕΣΠΕΡΙΝΟ,21.731965,38.229989
251,4ο ΤΕΕ ΠΑΤΡΑΣ,21.75416,38.273085
252,5ο ΤΕΕ ΠΑΤΡΑΣ ΕΣΠΕΡΙΝΟ,21.744438,38.248834
253,1ο ΤΕΕ ΑΙΓΙΟΥ,22.083215,38.245009
254,2ο ΤΕΕ ΠΥΡΓΟΥ,,
255,7ο ΤΕΕ ΠΑΤΡΑΣ,21.753175,38.221491
256,ΤΕΕ ΠΑΤΡΑΣ ΕΙΔΙΚΟ,,
257,3ο ΤΕΕ ΑΓΡΙΝΙΟΥ,21.386121,38.63453
258,1ο ΤΕΕ ΑΜΦΙΛΟΧΙΑΣ,21.163085,38.860172
259,2ο ΤΕΕ ΑΓΡΙΝΙΟΥ,21.413462,38.625451
260,2ο ΤΕΕ ΑΜΑΛΙΑΔΑΣ,,
261,2ο ΤΕΕ ΠΑΤΡΑΣ,21.752115,38.222626
262,10ο ΤΕΕ ΠΑΤΡΑΣ,21.747153,38.253748
263,1ο ΤΕΕ ΝΑΥΠΑΚΤΟΥ,21.820176,38.392171
264,1ο ΤΕΕ ΑΓΡΙΝΙΟΥ,21.413462,38.625451
265,8ο ΤΕΕ ΠΑΤΡΑΣ,21.740335,38.23797
266,1ο ΤΕΕ ΚΑΤΩ ΑΧΑΙΑΣ,21.54315,38.142529
267,2ο ΤΕΕ ΝΑΥΠΑΚΤΟΥ,21.820176,38.392171
268,1ο ΣΕΚ ΝΑΥΠΑΚΤΟΥ,21.820176,38.392171
269,1ο ΣΕΚ ΑΙΓΙΟΥ,22.083215,38.245009
270,1ο ΣΕΚ ΚΑΤΩ ΑΧΑΪΑΣ,21.54315,38.142529
271,2ο ΣΕΚ ΠΑΤΡΑΣ,21.745326,38.251258
272,1ο ΣΕΚ ΑΧΑΙΑΣ (ΠΑΤΡΑΣ),21.752395,38.22153
273,3ο ΣΕΚ ΠΑΤΡΑΣ,21.754148,38.273086
274,1ο ΣΕΚ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ (ΑΓΡΙΝΙΟΥ),21.386121,38.63453
275,1ο ΣΕΚ ΜΕΣΟΛΟΓΓΙΟΥ,21.442491,38.374024
276,ΣΥΜΒΟΥΛΕΥΤΙΚΟΣ ΣΤΑΘΜΟΣ ΝΕΩΝ ΑΧΑΙΑΣ,21.729169,38.210899
277,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΤΑΜΝΑΣ ΜΕΣΟΛΟΓΓΙΟΥ,21.282286,38.514379
278,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΕΚΡΟΠΙΑΣ,,
279,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΑΡΗΣ ΣΥΡΟΥ,,
280,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΟΥ ΓΟΡΓΟΜΥΛΟΥ,,
281,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΖΕΥΓΑΡΑΚΙΟΥ ΜΕΣΟΛΟΓΓΙ,21.412859,38.537819
282,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΤΑΡΑΓΚΑΣ ΜΕΣΟΛΟΓΓΙΟΥ,21.472079,38.522847
283,22ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΡΙΝΙΟΥ,,
284,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΟΥΚΑΔΩΝ ΚΕΡΚΥΡΑΣ,19.740413,39.686011
285,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΠΑΔΑΤΩΝ ΜΕΣΟΛΟΓΓΙΟΥ,21.453034,38.526364
286,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΘΩΡΙΟΥ ,21.568302,38.38891
287,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΕΦΑΛΟΒΡΥΣΟΥ ΣΤΑΜΝΑΣ,,
288,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΑΒΑΛΟΥΣ ΜΕΣΟΛΟΓΓΙΟΥ,21.535461,38.527164
289,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΛΛΗΝΙΚΩΝ ΜΕΣΟΛΟΓΓΙΟΥ,21.4171,38.478366
290,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΑΜΠΕΛΙΩΝ ΜΕΣΟΛΟΓΓΙΟΥ,,
291,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΗΝΟΧΩΡΙΟΥ,21.534403,38.358607
292,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΑΛΑΤΑ ΜΕΣΟΛΟΓΓΙΟΥ,21.56055,38.352837
293,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΗΝΟΧΩΡΙΟΥ,21.53451,38.358785
294,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΑΓΚΡΙΟΥ ΝΑΞΟΥ,25.435301,37.039664
295,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΑΣΙΛΑΚΙΟΥ ΠΥΡΓΟΥ,21.762592,37.649054
296,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΗΡΑΚΛΕΙΑΣ ΠΥΡΓΟΥ,21.571446,37.692969
297,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΑΙΝΑΣ,,
298,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΠΟΛΗΣ,,
299,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΠΟΛΑΙΤΑΣ ΤΡΙΧΩΝΙΔΑΣ,21.349958,38.696219
300,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΤΑΜΟΥΛΑΣ ΤΡΙΧΩΝΙΔΑΣ,21.438198,38.761544
301,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΟΥΝΑΣ ΞΗΡΟΜΕΡΟΥ,21.077135,38.819976
302,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΑΦΝΗΣ,21.866189,38.420845
303,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΤΑΜΑΤΟΓΙΑΝΝΕΙΚΩΝ,,
304,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΟΙΞΙΑΤΙΚΟΥ ΑΜΦΙΛΟΧ,21.170342,38.970227
305,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΛΟΠΙΟΥ ΠΥΡΓΟΥ,21.59379,37.676193
306,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΑΚΟΛΟΥ ΠΥΡΓΟΥ,21.311639,37.639427
307,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΟΥΖΑΚΙΟΥ ΠΥΡΓΟΥ,21.561609,37.781803
308,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΡΑΣΙΝΟΥ ΠΥΡΓΟΥ,21.423387,37.71472
309,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΡΥΑΣ,21.537055,37.734047
310,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΟΔΙΑΣ,21.586159,37.810582
311,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΡΙΝΑΡΙΟΥ,21.53409,37.869784
312,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΡΑΤΟΥΛΑ ΜΑΓΟΥΛΑ ΠΥΡΓΟΥ,21.537851,37.7303
313,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΚΟΥΡΟΧΩΡΙΟΥ ΠΥΡΓΟΥ,21.35947,37.684233
314,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΥΚΗΣ ΠΥΡΓΟΥ,21.659158,37.772139
315,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΥΡΤΕΑΣ ΠΥΡΓΟΥ,21.351055,37.711934
316,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΚΟΤΑΡΙΟΥ ΠΥΡΓΟΥ,21.701227,37.83766
317,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΛΑΙΩΝΑ ΠΥΡΓΟΥ,,
318,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΟΥΝΑΡΓΟΥ ΠΥΡΓΟΥ,21.409752,37.734968
319,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΑΜΙΚΟΥ ΟΛΥΜΠΙΑΣ,21.588512,37.572866
320,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΑΧΩΝ ΟΛΥΜΠΙΑΣ,21.564833,37.585647
321,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,21.439034,37.665543
322,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΕΙΜΑΔΙΟΥ ΠΥΡΓΟΥ,21.508308,37.759941
323,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΙΠΙΑΝΩΝ ΠΥΡΓΟΥ,21.763128,37.871514
324,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΠΕΡΣΑΙΝΑΣ,21.676224,37.751585
325,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ ΕΙΔΙΚΟ,,
326,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΑΣΤΟΥΝΗΣ,21.245794,37.846877
327,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΦΙΛΟΘΕΗΣ ΠΥΡΓΟΥ,,
328,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΛΙΚΩΜΟΥ,21.586487,37.590174
329,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΥΚΗΣ ΟΛΥΜΠΙΑΣ,,
330,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΕΣΟΛΟΓΓΙΟΥ ΕΙΔΙΚΟ ΔΗΜΗΤΡΟΥΚΕΙΟ,,
331,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΑΡΘΟΛΟΜΙΟΥ,21.207084,37.860062
332,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΡΑΝΑ,,
333,17ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΡΙΝΙΟΥ,21.409598,38.616672
334,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΥΦΗΣ,21.43116,37.760416
335,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΠΙΤΑΛΙΟΥ ΟΛΥΜΠΙΑΣ,21.494749,37.626331
336,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΖΑΡΑΚΙΟΥ ΑΜΑΛΙΑΔΑΣ,21.590054,37.878962
337,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΤΤΑ ΑΜΑΛΙΑΔΑΣ,21.548217,37.876273
338,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΜΠΕΙΑΣ ΠΥΡΓΟΥ,21.804065,37.856596
339,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΓΑΝΑ,21.560206,37.831149
340,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΛΑΔΙΝΗΣ ΠΥΡΓΟΥ,21.784571,37.719666
341,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΑΛΜΩΝΗΣ ΠΥΡΓΟΥ,21.534833,37.659122
342,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΡΥΠΗΤΗΣ ΟΛΥΜΠΙΑΣ,21.784617,37.56913
343,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΡΔΑΜΑ,21.338144,37.766646
344,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΒΑΝΙΤΗ ΠΥΡΓΟΥ,21.523641,37.721563
345,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΝΟΠΟΥΛΟΥ ΠΥΡΓΟΥ,21.692657,37.818758
346,5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,,
347,11ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,,
348,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΛΑΝΤΖΟΙΟΥ ΠΥΡ,21.564983,37.705688
349,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,21.439774,37.665194
350,28ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΤΡΑΣ,21.733267,38.23165
351,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΝΟΛΑΔΑΣ ΛΕΧΑΙΝΩΝ,21.348948,38.046079
352,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΥΓΙΑΣ ΛΕΧΑΙΝΩΝ,21.156361,37.857848
353,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΣ ΛΕΧΑΙΝΩΝ,,
354,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΤΡΩΝΙΟΥ ΠΥΡΓΟΥ,21.719426,37.801754
355,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΞΥΛΟΚΕΡΑΣ ΠΥΡΓΟΥ,21.39912,37.732422
356,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΥΒΙΩΝ ΗΛΙΔΑΣ,21.365944,37.885054
357,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΑΦΝΙΩΤΙΣΣΑΣ,21.451683,37.842924
358,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΑΦΝΗΣ,21.428338,37.861916
359,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΕΡΑΚΙΟΥ,21.394384,37.793195
360,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΟΥΛΙΑΓΜΕΝΗΣ,21.607496,37.834672
361,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΥΓΕΙΟΥ,21.362779,37.87406
362,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΡΟΧΙΤΣΑΣ,21.453398,37.739957
363,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΑΛΜΗΣ ΑΜΑΛΙΑΔΑΣ,,
364,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΟΥΜΕΡΟΥ ΠΥΡΓΟΥ,21.617861,37.760639
365,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΕΡΑΜΙΔΙΑΣ,21.454967,37.853157
366,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΠΕΛΟΚΑΜΠΟΥ,21.309954,37.830099
367,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΦΡΙΞΑΣ ΟΛΥΜΠΙΑΣ,21.704013,37.620982
368,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ ΣΕΙΡΩΝ,,
369,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΟΒΙΑΤΑΣ,21.30385,37.809603
370,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,21.472898,37.804825
371,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΑΙΟΧΩΡΙΟΥ,21.266746,37.816945
372,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΟΙΝΟΗΣ,21.525831,37.83737
373,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΦΥΡΑΣ,21.517535,37.855054
374,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΛΠΟΧΩΡΙΟΥ ΠΥΡΓΟΥ,21.375663,37.733237
375,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΙΡΑΚΑΣ ΠΥΡΓΟΥ,21.655208,37.643633
376,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΜΕΝΗΣ ΠΥΡΓΟΥ,21.728969,37.652341
377,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΛΟΚΥΘΑ,,
378,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΑΒΑΛΙΩΝ,21.287528,37.810041
379,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΠΕΛΩΝΟΣ ΠΥΡΓΟΥ,21.466137,37.727258
380,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΒΑΡΙΟΥ,21.382937,37.847684
381,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΙΜΟΠΟΥΛΟΥ,21.570861,37.849587
382,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΔΡΑΒΙΔΑΣ ΛΕΧΑΙΝΩΝ,21.270072,37.905538
383,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΩΣΤΙΟΥ,21.349014,37.86661
384,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΡΟΥΠΑΚΙΟΥ,21.32529,37.863877
385,10ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,21.430756,37.675569
386,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΑΣΤΟΥΝΗΣ,21.245798,37.846788
387,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.344271,37.796724
388,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.353008,37.7899
389,5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.356871,37.797984
390,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.349091,37.799527
391,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.357105,37.794163
392,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΑΣΤΟΥΝΗΣ,21.245682,37.846874
393,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΤΡΙΑΔΑΣ,,
394,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,21.409131,37.897274
395,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.356102,37.790568
396,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΠΑΝΑΓΙΟΥ ΛΕΧΑΙΝΩΝ,21.146947,37.927586
397,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΠΕΛΕΤΟΥ ΛΕΧΑΙΝΩΝ,21.362818,37.995935
398,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΧΩΡΙΟΥ ΙΕΡΑΠΕΤΡΑΣ,25.794411,35.05675
399,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΠΥΡΓΟΥ,21.387851,37.678303
400,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,,
401,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,,
402,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΕΛΑΝΙΔΙΟΥ ΑΜΑΛΙΑΔΑΣ,21.509309,37.888089
403,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΛΙΡΙΟΥ ΠΥΡΓΟΥ,21.476528,37.68625
404,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΩ ΚΟΥΡΤΕΣΙΟΥ ΛΕΧΑΙΝΩΝ,21.328986,37.965474
405,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΞΗΡΟΧΩΡΙΟΥ ΟΛΥΜΠΙΑΣ,21.65525,37.507817
406,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,21.437096,37.670193
407,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΚΡΙΣΙΩΝ ΟΛΥΜΠΙΑΣ,21.605875,37.608355
408,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΠΡΕΟΥ ΟΛΥΜΠΙΑΣ,21.722887,37.436071
409,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΡΕΣΤΕΝΩΝ ΟΛΥΜΠΙΑΣ,21.621738,37.59296
410,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΛΑΤΙΑΝΗΣ ΟΛΥΜΠΙΑΣ,21.757857,37.545297
411,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΟΧΩΡΙΟΥ ΛΕΧΑΙΝΩΝ,21.204412,37.90521
412,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΟΜΠΙΑΣ,24.868546,35.008797
413,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΠΥΡΓΟΥ ΠΥΡΓΟΥ,,
414,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,,
415,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΣΤΡΟΥ ΛΕΧΑΙΝΩΝ,21.139544,37.890154
416,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΒΑΣΙΛΩΝ ΛΕΧΑΙΝΩΝ,21.266409,37.875871
417,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΨΑΡΙ ΛΕΧΑΙΝΩΝ,,
418,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΕΝΤΡΟΥ,21.448007,37.897151
419,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΥΡΓΟΥ,21.425754,37.669865
420,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΥΡΤΕΣΙΟΥ,21.328976,37.96546
421,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΜΑΝΟΛΑΔΑΣ ΛΕΧΑΙΝΩΝ,21.38499,38.052188
422,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΠΟΛΗΣ ΛΕΧΑΙΝΩΝ,21.417374,38.017094
423,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΥΡΣΙΝΗΣ ΛΕΧΑΙΝΩΝ,21.237161,37.920996
424,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΠΟΡΣΙΟΥ ΛΕΧΑΙΝΩΝ,,
425,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΙΑΦΑ ΟΛΥΜΠΙΑΣ,,
426,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΦΩΛΕΑΣ ΜΕΙΟΝΟΤΙΚΟ,,
427,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΥΛΛΗΝΗΣ ΛΕΧΑΙΝΩΝ,21.144102,37.932299
428,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΥΤΙΝΕΙΚΩΝ ΠΥΡΓΟΥ,21.388475,37.682414
429,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΑΡΔΑΣ ΛΕΧΑΙΝΩΝ,21.364201,38.03167
430,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΥΜΑΝΗ ΠΥΡΓΟΥ,21.759373,37.789209
431,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΑΡΒΑΣΑΙΝΑΣ ΠΥΡΓΟΥ,21.501719,37.669692
