id,onoma,long,lat
6416,ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΑΣΜΑΤΟΣ ΦΛΩΡΙΝΑΣ,21.468798,40.751002
6417,ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΙΜΟΥ ΦΛΩΡΙΝΑΣ,21.140384,40.834465
6418,ΝΗΠΙΑΓΩΓΕΙΟ ΣΚΟΠΙΑΣ,21.411487,40.761816
6419,ΝΗΠΙΑΓΩΓΕΙΟ ΠΟΛΥΠΟΤΑΜΟΥ ΦΛΩΡΙΝΑΣ,21.365716,40.717837
6420,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΟΥ ΚΑΥΚΑΣΟΥ ΦΛΩΡΙΝΑΣ,21.474615,40.890181
6421,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΓΕΡΜΑΝΟΥ ΦΛΩΡΙΝΑΣ,21.161473,40.837338
6422,ΝΗΠΙΑΓΩΓΕΙΟ ΝΙΚΗΣ ΦΛΩΡΙΝΑΣ,21.422551,40.90832
6423,ΝΗΠΙΑΓΩΓΕΙΟ ΤΡΙΠΟΤΑΜΩΝ ΦΛΩΡΙΝΑΣ,21.499475,40.819207
6424,ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΡΙΝΑΣ ΦΛΩΡΙΝΑΣ,21.494941,40.860804
6425,ΝΗΠΙΑΓΩΓΕΙΟ ΤΡΟΠΑΙΟΥΧΟΥ ΦΛΩΡΙΝΑΣ,21.440601,40.738342
6426,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΥΝΤΑΙΟΥ,21.678854,40.689502
6427,9ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΑΟΥΣΑΣ,,
6428,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΥΚΩΝ,,
6429,22ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΑΥΡΟΥΠΟΛΗΣ,,
6430,7ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΟΛΙΧΝΗΣ,22.94566,40.662896
6431,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΑΥΡΟΥΠΟΛΗΣ,,
6432,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΣΤΑΝΑ,22.659629,40.819089
6433,ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΣΟΧΩΡΙΟΥ,21.511486,40.882438
6434,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΕΙΔΙΚΟ,,
6435,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΚΑΡΠΙΑΣ,22.956909,40.687509
6436,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΧΙΑΛΟΥ,22.782527,40.712753
6437,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΑΟΥΣΑΣ,,
6438,ΝΗΠΙΑΓΩΓΕΙΟ ΔΟΥΜΠΙΩΝ,23.351551,40.510376
6439,ΝΗΠΙΑΓΩΓΕΙΟ ΒΡΑΣΤΑΜΩΝ,23.535732,40.370278
6440,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΠΟΤΙΔΑΙΑΣ,23.329144,40.19229
6441,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΟΥ ΜΑΡΜΑΡΑ,23.789583,40.090082
6442,ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΒΔΟΥ,23.325712,40.424088
6443,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΟΛΥΓΥΡΟΥ,23.441796,40.380304
6444,ΝΗΠΙΑΓΩΓΕΙΟ ΝΥΜΦΟΠΕΤΡΑΣ,,
6445,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΑΝΔΡΑΣ,23.401301,39.969011
6446,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΩΝ ΣΙΛΑΤΩΝ,23.13943,40.326232
6447,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΛΙΟΥΡΙΟΥ,,
6448,ΝΗΠΙΑΓΩΓΕΙΟ ΠΟΡΤΑΡΙΑΣ,23.296154,40.282518
6449,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΚΑΡΠΙΑΣ,22.956909,40.687509
6450,ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΝΑΙΑΣ,23.59417,40.485006
6451,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΦΩΚΑΙΑΣ,23.39888,40.129654
6452,ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΤΑΜΟΡΦΩΣΗΣ,23.605279,40.226498
6453,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΑΛΑΤΙΣΤΑΣ,23.279004,40.466559
6454,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΘΕΑΣ,23.443948,40.071554
6455,ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,,
6456,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΗΡΑΚΛΕΙΑΣ,,
6457,ΝΗΠΙΑΓΩΓΕΙΟ ΚΡΗΝΗΣ,23.163586,40.395255
6458,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΛΑΙΟΧΩΡΙΟΥ,23.650055,40.489896
6459,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,23.697956,40.245853
6460,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΠΑΓΙΑΝΝΗ ΦΛΩΡΙΝΑΣ,21.497996,40.837688
6461,ΝΗΠΙΑΓΩΓΕΙΟ ΑΦΥΤΟΥ,23.433719,40.094836
6462,ΝΗΠΙΑΓΩΓΕΙΟ ΓΕΡΑΚΙΝΗΣ,,
6463,ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΚΚΩΜΑΤΟΣ,23.050797,40.391563
6464,ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΥΚΟΧΩΡΙΟΥ,23.613961,39.984983
6465,ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΡΑΤΟΝΙΚΗΣ,23.763795,40.52465
6466,ΝΗΠΙΑΓΩΓΕΙΟ ΝΙΚΗΤΗΣ,23.671509,40.227407
6467,ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΑΝΟΥ,23.592297,40.543412
6468,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΕΡΙΣΣΟΥ,23.877128,40.394279
6469,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΩΝ ΡΟΔΩΝ,23.924158,40.376645
6470,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΥΚΙΑΣ,23.941395,40.037637
6471,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΩΝ ΦΛΟΓΗΤΩΝ,23.22498,40.260689
6472,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,22.898305,40.678573
6473,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΛΕΥΘΕΡΙΟΥ,22.889215,40.670949
6474,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΠΕΛΟΚΗΠΩΝ,22.923187,40.654342
6475,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΓΑΛΗΣ ΠΑΝΑΓΙΑΣ,23.679882,40.443993
6476,9ο ΝΗΠΙΑΓΩΓΕΙΟ ΦΛΩΡΙΝΑΣ,21.407724,40.775358
6477,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΤΩ ΚΛΕΙΝΩΝ ΦΛΩΡΙΝΑΣ,21.399585,40.84807
6478,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΥΝΤΑΙΟΥ,21.678854,40.689502
6479,ΝΗΠΙΑΓΩΓΕΙΟ ΑΚΡΙΤΑ,21.303065,40.813535
6480,ΝΗΠΙΑΓΩΓΕΙΟ ΦΙΛΩΤΑ,21.708771,40.62255
6481,ΝΗΠΙΑΓΩΓΕΙΟ ΣΙΜΟΥ ΙΩΑΝΝΙΔΗ,,
6482,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΦΛΩΡΙΝΑΣ,,
6483,ΝΗΠΙΑΓΩΓΕΙΟ ΑΛΩΝΩΝ,21.303613,40.774518
6484,ΝΗΠΙΑΓΩΓΕΙΟ ΛΕΠΤΟΚΑΡΥΑΣ,21.510215,40.745117
6485,ΝΗΠΙΑΓΩΓΕΙΟ ΔΡΟΣΟΠΗΓΗΣ ΦΛΩΡΙΝΑΣ,21.454146,40.688172
6486,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΜΟΧΩΡΙΟΥ ΦΛΩΡΙΝΑΣ,21.483352,40.782091
6487,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΜΟΧΩΡΙΟΥ ΦΛΩΡΙΝΑΣ,21.483352,40.782092
6488,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΩ ΚΑΛΛΙΝΙΚΗΣ ΦΛΩΡΙΝΑΣ,21.455727,40.85768
6489,ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΜΕΝΟΧΩΡΙΟΥ ΦΛΩΡΙΝΑΣ,21.460411,40.799613
6490,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΦΙΛΩΤΑ,,
6491,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΘΕΑΣ ΦΛΩΡΙΝΑΣ,21.155114,40.798271
6492,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΑΛΗΨΗΣ,23.175201,40.719794
6493,ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΥΡΟΥΔΑΣ,23.469127,40.803605
6494,7ο ΝΗΠΙΑΓΩΓΕΙΟ ΦΛΩΡΙΝΑΣ,21.404583,40.781856
6495,ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΛΑΡΓΟΥ,21.756023,40.61283
6496,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΩ ΚΛΕΙΝΩΝ ΦΛΩΡΙΝΑΣ,21.382461,40.843553
6497,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΩ ΥΔΡΟΥΣΗΣ ΦΛΩΡΙΝΑΣ,21.473757,40.697119
6498,ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΡΒΑΡΑΣ,23.660261,40.56759
6499,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΟΧΩΡΙΟΥ,23.678494,40.506043
6500,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,21.262051,40.452104
6501,ΝΗΠΙΑΓΩΓΕΙΟ ΞΙΝΟΥ ΝΕΡΟΥ,21.622673,40.689444
6502,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,22.905308,40.675064
6503,ΝΗΠΙΑΓΩΓΕΙΟ ΓΕΦΥΡΑΣ,22.694154,40.729805
6504,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΤΑΡΤΙΚΟΥ,21.207899,40.757436
6505,ΝΗΠΙΑΓΩΓΕΙΟ ΚΡΥΟΠΗΓΗΣ,23.473373,40.032613
6506,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΟΛΥΓΥΡΟΥ,23.441337,40.374537
6507,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΣΚΙΩΝΗΣ,23.533357,39.945723
6508,ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΡΑΘΟΥΣΑΣ,23.476381,40.560001
6509,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΛΑΙΟΧΩΡΑΣ,23.451505,40.499792
6510,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΣΣΑΝΔΡΕΙΑΣ,23.413787,40.046193
6511,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΙΕΡΙΣΣΟΥ,23.877122,40.394275
6512,ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΡΑΤΩΝΙΟΥ,23.821865,40.513067
6513,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ,23.288648,40.239751
6514,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΗΜΑΝΤΡΩΝ,23.311713,40.345537
6515,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΠΑΥΛΟΥ,23.061878,40.338531
6516,ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΤΑΓΚΙΤΣΙΟΥ,23.65315,40.322587
6517,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΡΑΛΙΑΣ ΔΙΟΝΥΣΙΟΥ,23.271507,40.272214
6518,ΝΗΠΙΑΓΩΓΕΙΟ ΡΙΖΩΝ,23.442889,40.504637
6519,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΟΥ ΜΑΡΜΑΡΑ,23.789583,40.090082
6520,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΑΛΑΤΙΣΤΑΣ,23.278984,40.466558
6521,ΝΗΠΙΑΓΩΓΕΙΟ ΟΛΥΜΠΙΑΔΑΣ,23.784833,40.585852
6522,ΝΗΠΙΑΓΩΓΕΙΟ ΟΥΡΑΝΟΥΠΟΛΗΣ,23.979154,40.330594
6523,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΟΡΜΥΛΙΑΣ,23.543641,40.29337
6524,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΩΝ ΠΛΑΓΙΩΝ,23.204937,40.266596
6525,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΥΒΩΝ,,
6526,ΝΗΠΙΑΓΩΓΕΙΟ ΓΟΜΑΤΙΟΥ,23.795872,40.394872
6527,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΜΟΛΙΑΝΗΣ,23.910145,40.330587
6528,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΓΚΑΔΑ,23.067242,40.751162
6529,ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΕΦΑΝΙΝΩΝ,23.589249,40.759151
6530,ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΝΙΩΤΗΣ,,
6531,ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΕΘΟΥΣΗΣ ΛΑΓΚΑΔΑ,23.593324,40.741266
6532,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΟΧΩΡΟΥΔΑΣ,,
6533,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΛΕΥΘΕΡΙΟΥ-ΚΟΡΔΕΛΙΟΥ,22.889246,40.671312
6534,ΝΗΠΙΑΓΩΓΕΙΟ ΕΛΕΟΥΣΑΣ,22.627215,40.749185
6535,13ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΥΚΕΩΝ,,
6536,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΛΕΥΘΕΡΙΟΥ-ΚΟΡΔΕΛΙΟΥ,22.883854,40.671148
6537,9ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΛΕΥΘΕΡΙΟΥ-ΚΟΡΔΕΛΙΟΥ,22.891284,40.66566
6538,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΑΣ ΣΟΦΙΑΣ,,
6539,17ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,22.905308,40.675064
6540,15ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,22.900638,40.687783
6541,14ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,22.9048,40.679383
6542,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΥΚΩΝ,,
6543,ΝΗΠΙΑΓΩΓΕΙΟ ΠΛΑΝΩΝ,,
6544,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΤΕΝΕΔΟΥ,23.241126,40.32284
6545,ΝΗΠΙΑΓΩΓΕΙΟ ΕΛΑΙΟΧΩΡΙΩΝ,23.171731,40.332535
6546,9ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΟΛΙΧΝΗΣ,22.956892,40.656364
6547,8ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΟΛΙΧΝΗΣ,22.948719,40.663076
6548,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΣΤΟΡΙΑΣ,21.263392,40.525719
6549,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΟΛΙΧΝΗΣ,22.940399,40.670816
6550,ΝΗΠΙΑΓΩΓΕΙΟ ΧΡΥΣΑΥΓΗΣ,,
6551,6ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΑΥΡΟΥΠΟΛΗΣ,,
6552,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΛΕΥΘΕΡΙΟΥ,22.890954,40.665657
6553,ΝΗΠΙΑΓΩΓΕΙΟ ΧΟΡΤΙΑΤΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ,23.101028,40.610015
6554,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,21.262051,40.452104
6555,16ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,22.911011,40.686846
6556,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΕΡΟΙΑΣ,22.197064,40.524401
6557,ΝΗΠΙΑΓΩΓΕΙΟ ΙΕΡΟΠΗΓΗΣ ΝΕΣΤΟΡΙΟΥ,21.08166,40.577049
6558,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,,
6559,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ,23.288648,40.239751
6560,ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΑΧΟΥ,22.511836,40.659971
6561,ΝΗΠΙΑΓΩΓΕΙΟ ΒΡΥΣΑΚΙΟΥ,22.403034,40.619427
6562,20ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΑΥΡΟΥΠΟΛΗΣ,,
6563,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,21.262051,40.452104
6564,ΝΗΠΙΑΓΩΓΕΙΟ ΜΟΔΙΟΥ,23.61044,40.625097
6565,20ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,22.902817,40.686412
6566,19ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,22.915547,40.68457
6567,14ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΥΚΕΩΝ,,
6568,6ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΛΕΞΑΝΔΡΕΙΑΣ,22.447491,40.625606
6569,5ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΛΕΞΑΝΔΡΕΙΑΣ,22.447492,40.625606
6570,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΥΚΕΩΝ,,
6571,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΛΑΙΟΧΩΡΑΣ,,
6572,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΚΑΛΛΙΚΡΑΤΕΙΑΣ,23.063677,40.313969
6573,ΝΗΠΙΑΓΩΓΕΙΟ ΔΙΟΝΥΣΙΟΥ,23.271501,40.272211
6574,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ,23.288648,40.239751
6575,21ο ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΣΜΟΥ,22.915543,40.684784
6576,22o ΝΗΠΙΑΓΩΓΕΙΟ ΕΥΟΜΟΥ,,
6577,23ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΑΥΡΟΥΠΟΛΗΣ,,
6578,ΝΗΠΙΑΓΩΓΕΙΟ ΑΛΕΞΑΝΔΡΕΙΑΣ ΕΙΔΙΚΟ,,
6579,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΥΚΟΧΩΡΙΟΥ,,
6580,ΝΗΠΙΑΓΩΓΕΙΟ ΠΡΟΦΗΤΗ,,
6581,"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ Ι.ΣΑΦΑΡΙΚΑΣ-Ι.ΜΠΑΡΜΠΑΡΟΥΣΗΣ""",,
6582,"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΦΡΥΓΑΝΙΩΤΗ""",,
6583,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΦΡΥΓΑΝΙΩΤΗ""",,
6584,"ΙΔΙΩΤΙΚΟ ΕΝΙΑΙΟ ΛΥΚΕΙΟ ""ΕΚΠΑΙΔΕΥΤΗΡΙΑ Ι.ΣΑΦΑΡΙΚΑΣ-Ι.ΜΠΑΡΜΠΑΡΟΥΣΗΣ""",,
6585,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΑΦΝΟΥΛΑΣ ΡΑΠΤΟΠΟΥΛΟΥ,,
6586,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΝΑΟΥΣΑΣ ΗΜΑΘΙΑΣ,,
6587,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΣΤΟΡΙΑΣ,21.274244,40.521634
6588,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΑΡΝΑΙΑΣ ΧΑΛΚΙΔΙΚΗΣ,,
6589,ΚΕΝΤΡΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΒΕΡΤΙΣΚΟΥ,,
6590,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΚΑΣΤΟΡΙΑΣ,,
6591,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΝΑΟΥΣΑΣ,,
6592,ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΗΣ ΕΥΚΑΙΡΙΑΣ ΦΛΩΡΙΝΑΣ,,
6593,ΔΗΜΟΣΙΑ ΒΙΒΛΙΟΘΗΚΗ ΒΕΡΟΙΑΣ ΚΕΝΤΡΙΚΗ,,
6594,ΔΗΜΟΣΙΑ ΒΙΒΛΙΟΘΗΚΗ ΦΛΩΡΙΝΑΣ ΚΕΝΤΡΙΚΗ,,
6595,ΔΗΜΟΤΙΚΗ ΒΙΒΛΙΟΘΗΚΗ ΚΑΣΤΟΡΙΑΣ,21.270849,40.52112
6596,ΓΕΝΙΚΑ ΑΡΧΕΙΑ ΤΟΥ ΚΡΑΤΟΥΣ-ΑΡΧΕΙΑ Ν. ΦΛΩΡΙΝΑΣ,,
6597,ΓΕΝΙΚΑ ΑΡΧΕΙΑ ΤΟΥ ΚΡΑΤΟΥΣ-ΑΡΧΕΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ,,
6598,ΓΕΝΙΚΑ ΑΡΧΕΙΑ ΤΟΥ ΚΡΑΤΟΥΣ-ΑΡΧΕΙΑ Ν. ΗΜΑΘΙΑΣ,,
6599,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΠΟΤΙΔΑΙΑΣ,,
6600,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΦΛΩΡΙΝΑΣ,,
6601,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΑΛΕΞΑΝΔΡΕΙΑΣ,22.44762,40.625492
6602,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΧΑΛΚΙΔΙΚΗΣ,,
6603,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΝΑΟΥΣΑΣ,,
6604,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΕΥΟΣΜΟΥ,,
6605,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΨΥΧΙΑΤΡΙΚΟΥ ΚΕΝΤΡΟΥ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ,,
6606,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΕΛΕΥΘΕΡΙΟΥ-ΚΟΡΔΕΛΙΟΥ,,
6607,ΕΙΔΙΚΟ ΕΡΓΑΣΤΗΡΙΟ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΚΑΤΑΡΤΙΣΗΣ ΚΑΣΤΟΡΙΑΣ,,
6608,ΓΡΑΦΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΣΤΟΡΙΑΣ,,
6609,ΓΡΑΦΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ Β' ΘΕΣΣΑΛΟΝΙΚΗΣ,,
6610,ΓΡΑΦΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΗΜΑΘΙΑΣ,,
6611,ΓΡΑΦΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ ΧΑΛΚΙΔΙΚΗΣ,,
6612,Β' ΚΕΝΤΡΟ ΔΙΑΓΝΩΣΗΣ ΑΞΙΟΛΟΓΗΣΗΣ ΚΑΙ ΥΠΟΣΤΗΡΙΞΗΣ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΕΚΠΑΙΔΕΥΤΙΚΕΣ ΑΝΑΓΚΕΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,,
