profamMFR	NCOMP	ORDCOM_1	POSIND_1	RELPAR_1	SESSO_1	ETAM_1	tipnu2_1	numnu2_1	rpnuc2_1	ORDCOM_2	POSIND_2	RELPAR_2	SESSO_2	ETAM_2	tipnu2_2	numnu2_2	rpnuc2_2	ORDCOM_3	POSIND_3	RELPAR_3	SESSO_3	ETAM_3	tipnu2_3	numnu2_3	rpnuc2_3	ORDCOM_4	POSIND_4	RELPAR_4	SESSO_4	ETAM_4	tipnu2_4	numnu2_4	rpnuc2_4	ORDCOM_5	POSIND_5	RELPAR_5	SESSO_5	ETAM_5	tipnu2_5	numnu2_5	rpnuc2_5	ORDCOM_6	POSIND_6	RELPAR_6	SESSO_6	ETAM_6	tipnu2_6	numnu2_6	rpnuc2_6	ORDCOM_7	POSIND_7	RELPAR_7	SESSO_7	ETAM_7	tipnu2_7	numnu2_7	rpnuc2_7
008678	02	01	1	01	2	015	4	1	1	02	1	06	1	011	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008679	03	01	1	01	2	012	1	1	1	02	1	03	1	012	1	1	2	03	1	06	2	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008680	03	01	1	01	2	018	1	1	1	02	1	02	1	018	1	1	2	03	1	06	1	013	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008681	02	01	1	01	2	016	4	1	1	02	1	06	2	010	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008602	01	01	1	01	1	009	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008603	02	01	1	01	1	017	2	1	2	02	1	02	2	017	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008604	03	01	1	01	1	017	1	1	2	02	1	02	2	017	1	1	1	03	1	06	1	013	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008605	03	01	1	01	1	017	3	1	1	02	1	06	1	013	3	1	3	03	1	06	1	012	3	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008606	02	01	1	01	1	013	2	1	2	02	1	02	2	012	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008607	05	01	1	01	1	014	1	1	2	02	1	02	2	013	1	1	1	03	1	06	1	008	1	1	3	04	1	06	1	006	1	1	3	05	1	04	2	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008608	03	01	1	01	1	013	1	1	2	02	1	02	2	012	1	1	1	03	1	06	1	004	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008609	04	01	1	01	1	011	1	1	2	02	1	02	2	010	1	1	1	03	1	06	2	002	1	1	3	04	1	06	1	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008610	03	01	1	01	1	017	1	1	2	02	1	02	2	015	1	1	1	03	2	06	1	011	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008611	01	01	2	01	1	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008612	06	01	1	01	1	017	2	1	2	02	1	02	2	017	2	1	1	03	1	06	1	011	1	2	2	04	1	08	2	011	1	2	1	05	1	10	2	004	1	2	3	06	1	10	1	001	1	2	3	  	 	  	 	   	 	 	 
008613	03	01	1	01	1	014	1	1	2	02	1	02	2	014	1	1	1	03	1	06	2	008	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008614	04	01	1	01	1	013	1	1	2	02	1	02	2	013	1	1	1	03	1	06	2	008	1	1	3	04	1	06	2	005	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008615	04	01	2	01	1	008	1	1	3	02	1	04	2	012	1	1	1	03	1	04	1	014	1	1	2	04	1	12	1	007	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008616	04	01	1	01	2	012	1	1	1	02	1	02	1	013	1	1	2	03	1	06	2	007	1	1	3	04	1	06	1	005	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008617	03	01	1	01	2	018	1	1	1	02	1	02	1	018	1	1	2	03	1	06	1	015	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008618	05	01	1	01	2	012	1	1	1	02	1	02	1	014	1	1	2	03	1	06	1	009	1	1	3	04	1	05	1	018	2	2	2	05	1	05	2	018	2	2	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008619	04	01	1	01	2	017	2	1	1	02	1	02	1	017	2	1	2	03	1	05	2	018	0	0	0	04	2	12	2	016	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008620	05	01	1	01	2	016	2	1	1	02	1	02	1	018	2	1	2	03	1	06	2	012	1	2	1	04	1	08	1	013	1	2	2	05	1	10	2	004	1	2	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008621	02	01	1	01	2	015	4	1	1	02	1	06	2	011	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008622	02	01	1	01	2	017	2	1	1	02	1	02	1	017	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008623	03	01	1	01	2	012	1	1	1	02	1	02	1	013	1	1	2	03	1	06	1	002	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008624	05	01	1	01	2	011	4	2	1	02	1	04	1	016	2	1	2	03	1	04	2	015	2	1	1	04	1	16	2	018	0	0	0	05	1	06	2	005	4	2	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008625	01	01	1	01	2	015	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008626	05	01	1	01	2	015	1	1	1	02	1	02	1	016	1	1	2	03	1	06	2	009	1	1	3	04	2	06	2	010	4	2	1	05	2	10	1	001	4	2	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008627	02	01	1	01	2	014	2	1	1	02	1	02	1	016	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008628	04	01	1	01	2	014	1	1	1	02	1	02	1	014	1	1	2	03	1	06	1	008	1	1	3	04	1	05	2	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008629	03	01	1	01	2	016	1	1	1	02	1	02	1	017	1	1	2	03	1	06	2	010	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008532	04	01	1	01	1	012	1	1	2	02	1	02	2	012	1	1	1	03	1	06	1	003	1	1	3	04	1	06	2	002	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008533	02	01	1	01	2	012	0	0	0	02	1	04	2	017	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008534	04	01	1	01	2	010	1	1	1	02	1	02	1	011	1	1	2	03	1	07	2	002	1	1	3	04	1	07	1	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008766	02	01	1	01	1	016	2	1	2	02	1	02	2	015	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008767	02	01	1	01	1	018	0	0	0	02	1	12	2	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008768	04	01	1	01	1	013	1	1	2	02	1	02	2	012	1	1	1	03	1	06	2	005	1	1	3	04	1	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008769	03	01	1	01	1	016	1	1	2	02	1	02	2	015	1	1	1	03	1	06	2	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008770	05	01	1	01	1	009	1	1	3	02	1	04	1	014	1	1	2	03	1	04	2	013	1	1	1	04	2	12	2	009	1	1	3	05	1	12	2	008	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008771	03	01	1	01	1	015	1	1	2	02	1	02	2	015	1	1	1	03	2	06	1	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008772	01	01	1	01	1	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008773	02	01	1	01	1	018	2	1	2	02	1	02	2	017	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008774	02	01	1	01	1	018	2	1	2	02	1	02	2	018	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008775	02	01	1	01	1	011	2	1	2	02	1	02	2	010	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008776	03	01	1	01	2	017	1	1	1	02	1	06	2	011	1	1	3	03	2	02	1	017	1	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008777	03	01	1	01	2	017	1	1	1	02	1	02	1	017	1	1	2	03	1	06	1	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008778	04	01	1	01	2	008	1	1	3	02	1	04	1	014	1	1	2	03	1	04	2	012	1	1	1	04	1	12	1	006	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008779	03	01	1	01	2	013	1	1	1	02	1	02	1	013	1	1	2	03	1	06	1	006	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008780	04	01	1	01	2	013	1	1	1	02	1	02	1	013	1	1	2	03	1	06	2	008	1	1	3	04	1	06	1	007	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008781	05	01	1	01	2	012	1	1	1	02	1	02	1	013	1	1	2	03	1	06	1	007	1	1	3	04	1	06	1	005	1	1	3	05	1	06	2	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008782	05	01	1	01	2	012	1	1	1	02	1	02	1	013	1	1	2	03	1	06	1	005	1	1	3	04	1	06	1	004	1	1	3	05	1	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008828	03	01	1	01	1	016	1	1	2	02	1	02	2	017	1	1	1	03	1	06	1	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008829	04	01	1	01	1	013	1	1	2	02	1	02	2	012	1	1	1	03	1	06	2	004	1	1	3	04	1	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008830	02	01	1	01	1	009	4	1	3	02	1	04	2	016	4	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008831	03	01	1	01	1	013	1	1	2	02	1	02	2	013	1	1	1	03	1	06	1	004	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008832	04	01	1	01	1	010	1	1	3	02	1	04	1	017	1	1	2	03	1	04	2	016	1	1	1	04	1	12	1	011	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008833	02	01	1	01	1	016	2	1	2	02	1	02	2	015	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008834	04	01	1	01	1	014	1	1	2	02	1	02	2	015	1	1	1	03	1	06	1	009	1	1	3	04	1	06	1	008	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008835	03	01	1	01	1	011	1	1	2	02	1	02	2	011	1	1	1	03	1	06	2	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008836	03	01	1	01	1	013	3	1	3	02	1	04	1	018	3	1	1	03	1	12	2	014	3	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008837	04	01	1	01	1	009	1	1	3	02	1	04	1	017	1	1	2	03	1	04	2	016	1	1	1	04	1	12	1	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008838	03	01	1	01	1	010	1	1	3	02	1	04	1	017	1	1	2	03	1	04	2	017	1	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008839	02	01	1	01	1	018	2	1	2	02	1	02	2	018	2	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008840	03	01	1	01	1	016	1	1	2	02	1	02	2	015	1	1	1	03	1	06	1	010	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008841	04	01	1	01	1	008	1	1	3	02	1	04	1	013	1	1	2	03	1	04	2	013	1	1	1	04	1	12	2	006	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008842	02	01	1	01	1	015	0	0	0	02	1	12	2	014	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008843	03	01	1	01	1	008	4	1	3	02	1	04	2	014	4	1	1	03	1	12	1	009	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008844	03	01	1	01	1	011	1	1	2	02	1	02	2	012	1	1	1	03	1	06	1	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008845	03	01	1	01	1	011	1	1	2	02	1	02	2	010	1	1	1	03	1	06	2	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008846	03	01	1	01	1	007	1	1	3	02	1	04	1	014	1	1	2	03	1	04	2	013	1	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008847	01	01	1	01	1	014	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008848	04	01	1	01	1	009	1	1	3	02	1	04	1	017	1	1	2	03	1	04	2	017	1	1	1	04	1	12	1	011	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008849	04	01	1	01	1	015	1	1	2	02	1	02	2	014	1	1	1	03	1	06	1	009	1	1	3	04	1	06	2	006	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008850	03	01	1	01	1	009	1	1	3	02	1	04	1	016	1	1	2	03	1	04	2	016	1	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008851	02	01	1	01	1	008	4	1	3	02	1	04	2	013	4	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008852	03	01	1	01	1	014	1	1	2	02	1	02	2	013	1	1	1	03	1	06	1	006	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008853	05	01	1	01	1	011	1	1	3	02	1	04	1	018	1	1	2	03	1	04	2	017	1	1	1	04	1	12	1	012	1	1	3	05	1	12	1	011	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008854	04	01	1	01	1	014	1	1	2	02	1	02	2	013	1	1	1	03	1	06	1	008	1	1	3	04	1	06	1	008	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008855	03	01	1	01	2	012	1	1	1	02	1	02	1	013	1	1	2	03	1	06	2	007	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008856	05	01	1	01	2	007	1	1	3	02	1	04	1	013	1	1	2	03	1	04	2	012	1	1	1	04	1	12	1	003	1	1	3	05	1	16	1	010	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008857	02	01	1	01	2	018	0	0	0	02	1	06	1	016	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008858	03	01	1	01	2	015	1	1	1	02	1	02	1	016	1	1	2	03	1	06	1	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008859	02	01	1	01	2	011	4	1	1	02	1	06	1	003	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008860	04	01	1	01	2	017	1	1	1	02	1	02	1	017	1	1	2	03	1	06	1	011	0	0	0	04	1	06	2	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008861	03	01	1	01	2	017	1	1	1	02	1	02	1	017	1	1	2	03	1	06	1	010	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008862	02	01	1	01	2	017	2	1	1	02	1	02	1	018	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008863	05	01	1	01	2	008	1	1	3	02	1	04	1	017	1	1	2	03	1	04	2	016	1	1	1	04	1	12	1	012	0	0	0	05	1	12	1	011	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008864	03	01	1	01	2	009	4	1	3	02	1	04	2	016	4	1	1	03	1	12	1	010	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008865	05	01	1	01	2	015	1	1	1	02	1	02	1	015	1	1	2	03	1	06	1	010	1	1	3	04	1	06	2	009	1	1	3	05	1	06	2	008	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008866	04	01	1	01	2	011	1	1	1	02	1	02	1	012	1	1	2	03	1	06	1	003	1	1	3	04	1	06	2	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008867	01	01	1	01	2	017	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008868	02	01	1	01	2	014	4	1	3	02	1	04	2	018	4	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008869	04	01	1	01	2	014	1	1	1	02	1	02	1	017	1	1	2	03	1	06	1	009	1	1	3	04	1	06	1	010	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008870	03	01	1	01	2	013	1	1	1	02	1	06	1	003	1	1	3	03	1	03	1	010	1	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008871	02	01	1	01	2	009	4	1	1	02	1	06	2	001	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008872	05	01	1	01	2	008	1	1	3	02	1	04	1	015	1	1	2	03	1	04	2	014	1	1	1	04	1	12	2	006	1	1	3	05	1	12	2	003	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008873	01	01	1	01	2	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008874	04	01	1	01	2	010	1	1	3	02	1	04	1	016	1	1	2	03	1	04	2	016	1	1	1	04	1	12	1	010	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008875	03	01	1	01	2	013	4	1	3	02	1	04	2	018	4	1	1	03	1	12	1	013	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008876	01	01	1	01	2	018	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008877	04	01	1	01	2	007	1	1	3	02	1	04	1	014	1	1	2	03	1	04	2	013	1	1	1	04	1	12	2	008	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008878	02	01	1	01	2	015	2	1	1	02	1	02	1	016	2	1	2	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008879	03	01	1	01	2	016	4	1	1	02	1	06	1	010	4	1	3	03	1	06	1	009	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008880	02	01	1	01	2	010	0	0	0	02	1	04	2	016	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008881	06	01	1	01	2	010	1	1	1	02	1	02	1	012	1	1	2	03	1	06	1	003	1	1	3	04	1	06	1	002	1	1	3	05	1	06	1	001	1	1	3	06	1	06	2	001	1	1	3	  	 	  	 	   	 	 	 
008882	05	01	1	01	2	011	1	1	1	02	1	02	1	012	1	1	2	03	1	06	2	003	1	1	3	04	1	06	1	003	1	1	3	05	1	06	1	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008883	03	01	1	01	2	018	2	1	1	02	1	02	1	018	2	1	2	03	1	06	1	013	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008884	04	01	1	01	2	008	1	1	3	02	1	04	1	016	1	1	2	03	1	04	2	014	1	1	1	04	1	12	2	009	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008885	03	01	1	01	2	016	1	1	1	02	1	02	1	016	1	1	2	03	1	06	1	010	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008886	04	01	1	01	2	010	1	1	1	02	1	02	1	011	1	1	2	03	1	06	1	002	1	1	3	04	1	06	2	001	1	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008887	02	01	1	01	2	009	4	1	3	02	1	04	2	016	4	1	1	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008888	01	01	1	01	2	010	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008889	03	01	1	01	2	008	4	1	3	02	1	04	2	014	4	1	1	03	1	12	2	009	4	1	3	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
008711	05	01	1	01	1	007	3	1	3	02	1	04	1	013	3	1	1	03	1	12	1	008	3	1	3	04	1	16	1	013	0	0	0	05	1	16	1	012	0	0	0	  	 	  	 	   	 	 	 	  	 	  	 	   	 	 	 
